SENTENCE,LABEL
"Furthermore, TRIP6 knockdown efficiently enhanced the effects of miR-589-5p on the above cellular function.",1
"Through extensive mutational analysis, we define features in the known and experimentally validated target of lsy-6, the 3' UTR of the cog-1 homeobox gene, that are required for a functional miRNA/target interaction.",1
"We generated mice with disruption of the microRNA-301A gene (MIR301A-knockout mice), and also studied mice that express a transgene-encoding BTG1.",0
Long non-coding RNA SNHG20 promotes the tumorigenesis of oral squamous cell carcinoma via targeting miR-197/LIN28 axis.,1
And miR-145 overexpression markedly reduced plaque size in the aorta in ApoE-/- mice.,0
"Collectively, mechanistically, lnc-TDRG1 could act as a sponge of miR-214-5p to regulate the expression of SEMA4C, and further regulate invasion and hypoxia-glycolysis in CC cells.",1
"circVAPA promotes the proliferation, migration and invasion of oral cancer cells through the miR-132/HOXA7 axis.",1
"Furthermore, we identified that miR-29c negatively regulated a stemness promoting gene, ID2, and diminished self-renewal ability of DCIS cells.",1
The correlation between miR-221 and phosphatase and tensin homolog (PTEN) expression was investigated by RT-qPCR and western blot analysis.,0
"MicroRNA-99a-5p suppresses cell proliferation, migration, and invasion by targeting isoprenylcysteine carboxylmethyltransferase in oral squamous cell carcinoma.",1
The results showed that the expression of PTEN and miR-144 was inversely correlated in metastatic breast cancer cell lines.,0
"Finally, the results of qRT-PCR and Western blotting revealed that the expression of RING1 and YY1-binding protein (RYBP) was regulated by miR-769-5p.",1
"In gastric epithelium-derived cell lines, miR-543 promoted cell proliferation and cell cycle progression, and overexpression of SIRT1 rescued the above effects of miR-543.",1
Expression of miR-197 in pancreatic cancer cells resulted in the induction of epithelial-mesenchymal transition (EMT) along with the down-regulation of p120 catenin which is a putative target of miR-197.,1
"For miRNAs, expression differences related to collection tubes (miR30b), RNA isolation (Norgen Kit II), and RT/qRT reagents (miR133a) were observed.",0
"In the present study, we found that overexpression of miR-19a protects endothelial cells from lipopolysaccharide (LPS)-induced apoptosis through the apoptosis signal-regulating kinase 1 (ASK1)/p38 pathway.",0
"In addition to inhibiting proliferation and inducing the apoptosis of U87-EGFRvIII cells, miR-326 also reduced the expression of TGF-beta1 in the tumour environment, resulting in improved efficacy of T cell activation and killing via suppressing the SMO/Gli2 axis, which at least partially reversed the immunosuppressive environment.",1
RT-qPCR and Western blot analysis showed that overexpression of miR-330-5p inhibited the expression of NOB1 as well as cyclin D1 and cyclin-dependent kinase 4 in NSCLC cells.,1
"Our results suggest that miR-222 targets the expression of PUMA in OSCC cells and affects cell growth, invasive and apoptotic abilities.",1
"Transfection of microRNA-124 or microRNA-137 also induced G1 cell cycle arrest in U251 and SF6969 glioblastoma multiforme cells, which was associated with decreased expression of cyclin-dependent kinase 6 and phosphorylated retinoblastoma (pSer 807/811) proteins.",0
MiR-145 acts as a metastasis suppressor by targeting metadherin in lung cancer.,1
"After miR-206 was upregulated in HepG2 cells, Notch3, Hes1, Bcl-2 and MMP-9 were downregulated both at the mRNA and protein level, whereas p57 and Bax were upregulated.",1
"To conclude, OC cell-derived EVs facilitated the progression and metastasis of OC via the miR-106a-5p/KLF6/PTTG1 axis.",1
"CONCLUSION: LncRNA MALAT1 expedited MM tumorigenesis, invasion, and glycolysis via miR-1271-5p/SOX13 axis.",1
"In cancer cells of advanced prostate tumors, the miR-15a and miR-16 level is significantly decreased, whereas the expression of BCL2, CCND1 and WNT3A is inversely upregulated.",0
"MiR-1261 inhibited circ-PTPRZ1 expression in glioma cells, while circ-PTPRZ1 did not affect miR-1261 expression.",1
"Also, RAC1 was upregulated in miR561-5p overexpressed PDAC cells to evaluate the functional involvement of RAC1 in miR-561-5p mediated PDAC cell proliferation and invasion.",1
lncRNA LINC00963 downregulation regulates colorectal cancer tumorigenesis and progression via the miR-10b/FGF13 axis.,1
Rescue experiment verified that miR-223-5p regulated the malignant phenotypes of LUSC cells by pairing with OTX1.,1
"CONCLUSION: miR-34a and its target gene, BCL-2, play a possible role in the induction of apoptosis in DA neurons, and therefore, they have a potential role in the pathogenesis of PD.",1
"Moreover, the phosphorylation of proline-rich tyrosine kinase 2 (Pyk2), a downstream factor of Notch2, was increased by LINC00052, and a Pyk2 mutant could inhibit the cell migration and invasion induced by LINC00052 overexpression in MDA-MB-468 cells, which was similar to the function of the miR-548p mimic.",0
"Further, we found that miR-3622a directly targets EMT effectors ZEB1 and SNAI2.",1
UTMD inhibit EMT of breast cancer through the ROS/miR-200c/ZEB1 axis.,1
Immunoblotting was adopted to detect RNF115 expression in miR-3935 overexpressed A549 cells.,0
Conclusions: hsa_circ_0013401 induced NB progression through miR-195 to enhance PAK2.,1
"In this study, we found that the expression of HLA-G was upregulated by hepatitis B virus (HBV) infection and miR-152; a HLA-G-targeting miRNA was downregulated by HBV infection.",1
"Activation of the PI3K/AKT/mTOR pathway was due to the post-transcriptional upregulation of PIK3CA, in turn induced by FOXD1-AS1-mediated sequestering of microRNA (miR)-466.",0
The MEG3/miR-361-5p/Fox,1
"In the present study, we demonstrated that miR-133b reduced PTBP1 expression at translational level and that the expression levels of miR-133b were significantly downregulated in gastric cancer clinical samples and human cell lines, whereas the protein expression level of PTBP1 was upregulated in 80% of the 20 clinical samples of gastric cancer examined.",1
"Taken together, these findings will shed light to the role and mechanism of CsA/XIST/miR-144/titin in regulating HT cells proliferation and invasion.",1
miR-638 suppresses DNA damage repair by targeting SMC1A expression in terminally differentiated cells.,1
"In summary, we revealed that miR-638 functions as a tumor suppressor in GC through inhibiting PLD1.",1
MicroRNA-361-5p Inhibits Cancer Cell Growth by Targeting CXCR6 in Hepatocellular Carcinoma.,1
"Finally, to assess the effects of miR-195-5p on GDPD5 levels and CRC cell chemoresistance, we generated luciferase reporter plasmids with either the wild-type 3'UTR miR-195-5p potential binding sites or mutant binding sites of GDPD5.",0
"Bioinformatics analyses showed that miR-429 targeted the 3'-UTR of Bcl-2 mRNA to inhibit its translation, which was confirmed by luciferase-reporter assay.",1
"In the present study, our findings showed that the expression of miR-152 was significantly down-regulated and neuropilin-1 was up-regulated in the NSCLC specimens.",0
miR-107 activates ATR/Chk1 pathway and suppress cervical cancer invasion by targeting MCL1.,1
"The present study is designed to investigate the association between miR-93 and high mobility group box 3 (HMGB3), as well as the functions of miR-93, in CRC.",0
"Taken together, our results suggest that increased FOXM1 expression is associated with poor patient survival and leads to induction of oncomiR miR-186-5p expression and tumor-suppressor inhibition miR-200b-5p, suggesting that the FOXM1/miRNA signaling pathway may contribute to poor patient prognosis and may be a potential therapeutic target in TNBC.",0
Effects of hsa-mir-145-5p on the Regulation of msln Expression in Colorectal Adenocarcinoma.,0
"Hence, it is proposed that miR-214 might act as a tumour suppressor by regulating several aberrant signalling pathways through HMGA1.",1
These results prove that miR-145 may perform as a tumor suppressor in ESCC by targeting PLCE1.,1
"Therefore, these results confirm that decreased expression of miR-185 might be regarded as a tumor marker for the early diagnosis of OS, by manipulating of its interactive factors with VAMP2, to provide an effective novel therapeutic target for treatment of the OS tumor.",0
"In vitro studies further validated that the levels of microRNA-1228 (miR-1228) were increased in CAFs, its secreted exosomes, and in recipient osteosarcoma cells, which can downregulate endogenous SCAI mRNA and protein level in osteosarcoma.",1
"As a specific example, using the AQuN-derived dataset we detect hsa-miR-193b-5p to have a statistically significant over-expression in the ER positive group, a phenomenon that was not previously reported.",0
"Collectively, our study demonstrated that overexpression of miR-150 in gastric cancer could promote proliferation and growth of cancer cells at least partially through directly targeting the tumor-suppressor EGR2, suggesting a potential strategy for the development of miRNA-based treatment of gastric cancer.",1
"The expressions of circ_0072088, miR-375, and Janus Kinase 2 (JAK2) mRNA in HCC tissue and cell lines were determined with quantitative real-time polymerase chain reaction.",0
"The results of empirical studies including dual luciferase assays and real-time PCR confirmed that miR-7 regulates the expression of BRCA1 and LASP1; MiR-9 regulates the expression of AR; miR-96 regulates the expression of ABCA1; and miR-182 regulates the expression of NBN, TOX3, and LASP1.",1
Degradation of miR-650 by specific inhibitor dramatically increased the expression levels of CSR1.,1
"Moreover, DNMT3a was one of the common target genes of miR-340-5p/miR-143-3p/miR-145-5p in prostate cancer cells.",1
"We selected and validated candidate miRNAs, miR-24 and miR-221, that regulated caspase 3/8 expression through direct targeting, and thereby affecting TRAIL-induced tumor cell apoptosis TRAIL resistance of hepatocellular carcinoma.",1
"The mechanistic, qRT-PCR, and immunohistochemical indications were that a reversion-inducing cysteine-rich protein with Kazal motifs (RECK) and miR-544a had inverse expression changes in EC.",0
MicroRNA-222 regulates muscle alternative splicing through Rbm24 during differentiation of skeletal muscle cells.,0
"Furthermore, forced expression of AGK could rescue the inhibiting roles on cell proliferation and metastasis induced by miR-610 in OSCC cells.",1
"LIN28A also mediated the suppressive effects of miR-370 on migration and invasion of HCC cells by post-transcriptionally regulating RelA/p65, which is an important effector of the canonical nuclear factor kappa B (NF-kappaB) pathway.",0
Methyltransferase-like 3 facilitates lung cancer progression by accelerating m6A methylation-mediated primary miR-663 processing and impeding SOCS6 expression.,0
We aim to investigate the role of microRNA-495 (miR-495) in the intestinal mucosal barrier by indirectly targeting signal transducer and activator of transcription 3 (STAT3) through the Janus kinase-signal transducer and activator of transcription (JAK)/STAT3 signaling pathway in a mouse model of ulcerative colitis (UC).,0
"In vivo, administration of miR-15b mimics by the intranasal delivery markedly decreased the BACE1 protein in hippocampal CA3 region and improved the cognitive decline in DE rats.",1
